time,latitude,longitude,profile_id,wmo_id
2021-06-30 13:57:39+00:00,18.16950117894038,-64.83606039850984,1625061473,4802960
2021-06-30 14:17:03+00:00,18.168469778811954,-64.8330220150727,1625061474,4802960
2021-06-30 15:03:57+00:00,18.166206212144047,-64.83189826891433,1625061475,4802960
2021-06-30 15:48:33+00:00,18.163772278837712,-64.82407603635865,1625061476,4802960
2021-06-30 16:57:18+00:00,18.159956317006067,-64.81881832995876,1625072202,4802960
2021-06-30 18:02:57+00:00,18.154763766994073,-64.80736242154612,1625072203,4802960
2021-06-30 19:20:19+00:00,18.14978554361784,-64.80021352967917,1625080822,4802960
2021-06-30 20:26:53+00:00,18.145289763818294,-64.78871546809434,1625080823,4802960
2021-06-30 21:41:49+00:00,18.141817495682485,-64.78186789799906,1625089337,4802960
2021-06-30 22:46:25+00:00,18.13970490073963,-64.7700878156121,1625089338,4802960
2021-07-01 00:10:39+00:00,18.13831033763225,-64.76726565300649,1625098240,4802960
2021-07-01 01:30:13+00:00,18.14017360294915,-64.76333011778739,1625098241,4802960
2021-07-01 03:01:48+00:00,18.139443962806574,-64.7677497013737,1625108532,4802960
2021-07-01 04:26:38+00:00,18.137559856354248,-64.76899595288974,1625108533,4802960
2021-07-01 05:59:43+00:00,18.137358855316442,-64.78020498763198,1625108534,4802960
2021-07-01 07:23:22+00:00,18.13700716957873,-64.79343623859694,1625108535,4802960
2021-07-01 09:11:46+00:00,18.136779881833718,-64.80806980909536,1625130434,4802960
2021-07-01 10:34:03+00:00,18.13726062299264,-64.81154371525804,1625130435,4802960
2021-07-01 12:13:21+00:00,18.137260491018214,-64.808414358824,1625141624,4802960
2021-07-01 13:38:52+00:00,18.138634895861124,-64.79082966875298,1625141625,4802960
2021-07-01 15:19:54+00:00,18.138524060255442,-64.77857460342358,1625152792,4802960
2021-07-01 16:56:23+00:00,18.137071187398266,-64.76053951956894,1625152793,4802960
2021-07-01 19:07:11+00:00,18.143642264528797,-64.74916761570731,1625152794,4802960
2021-07-01 20:30:03+00:00,18.15084025136666,-64.7362999017978,1625152795,4802960
2021-07-01 22:23:46+00:00,18.159860060837726,-64.72779713684409,1625178205,4802960
2021-07-01 23:49:27+00:00,18.166453186613715,-64.71792224492253,1625178206,4802960
2021-07-02 01:46:10+00:00,18.17443707288015,-64.70847347627918,1625178207,4802960
2021-07-02 03:09:58+00:00,18.18048489169395,-64.69818384607966,1625178208,4802960
2021-07-02 05:03:18+00:00,18.18769790168697,-64.69058534621846,1625202138,4802960
2021-07-02 06:39:51+00:00,18.192502791281573,-64.67821367656215,1625202139,4802960
2021-07-02 08:30:48+00:00,18.19718357131212,-64.67019414078379,1625214633,4802960
2021-07-02 10:11:08+00:00,18.200081003258926,-64.65875993262651,1625214634,4802960
2021-07-02 11:53:45+00:00,18.20443440416712,-64.65008227468172,1625214635,4802960
2021-07-02 13:16:53+00:00,18.208479383314614,-64.64070441204157,1625214636,4802960
2021-07-02 15:10:53+00:00,18.215015541892754,-64.63228931026458,1625238679,4802960
2021-07-02 16:48:17+00:00,18.220677661396657,-64.61725965644779,1625238680,4802960
2021-07-02 18:40:20+00:00,18.2260701926246,-64.60569911315672,1625251219,4802960
2021-07-02 20:15:52+00:00,18.227294977915008,-64.59096448051362,1625251220,4802960
2021-07-02 22:02:36+00:00,18.23144744081863,-64.5796457164998,1625263356,4802960
2021-07-02 23:35:54+00:00,18.236492063552,-64.56655772273407,1625263357,4802960
2021-07-03 01:26:41+00:00,18.243364371169392,-64.55486464829124,1625275562,4802960
2021-07-03 03:02:47+00:00,18.249399963765427,-64.54038684198092,1625275563,4802960
2021-07-03 05:01:45+00:00,18.257355228544235,-64.52583168485107,1625287993,4802960
2021-07-03 06:29:36+00:00,18.26316960730471,-64.51169998647839,1625287994,4802960
2021-07-03 08:29:27+00:00,18.271071309730168,-64.4966703724716,1625300491,4802960
2021-07-03 09:54:47+00:00,18.274187344162854,-64.48457092086376,1625300492,4802960
2021-07-03 11:56:14+00:00,18.28075751194876,-64.46967809529025,1625313169,4802960
2021-07-03 13:30:03+00:00,18.285557537832748,-64.45665809353676,1625313170,4802960
2021-07-03 15:34:10+00:00,18.293989529209995,-64.44101679286474,1625326276,4802960
2021-07-03 17:06:36+00:00,18.300171068091444,-64.42668557725676,1625326277,4802960
2021-07-03 19:04:38+00:00,18.310178666344637,-64.41130618935607,1625339083,4802960
2021-07-03 20:38:37+00:00,18.315215956811592,-64.39787880122611,1625339084,4802960
2021-07-03 22:32:53+00:00,18.327899771571705,-64.39210894120286,1625351610,4802960
2021-07-04 00:08:52+00:00,18.340291591239954,-64.3988362771775,1625351611,4802960
2021-07-04 01:53:17+00:00,18.351551888692807,-64.39680701763093,1625363523,4802960
2021-07-04 03:17:23+00:00,18.359647903965584,-64.39066098392202,1625363524,4802960
2021-07-04 04:50:13+00:00,18.367155542741965,-64.38125783291143,1625374165,4802960
2021-07-04 06:02:01+00:00,18.372657035549622,-64.37225686106233,1625374166,4802960
2021-07-04 07:27:55+00:00,18.379420957121013,-64.36287622652165,1625383558,4802960
2021-07-04 08:35:38+00:00,18.38482889173614,-64.35482493230714,1625383559,4802960
2021-07-04 09:58:16+00:00,18.391688559499755,-64.34622097156313,1625392591,4802960
2021-07-04 11:06:48+00:00,18.39705493302092,-64.33887057113711,1625392592,4802960
2021-07-04 12:35:56+00:00,18.404500968288183,-64.32982457430396,1625401805,4802960
2021-07-04 13:43:35+00:00,18.4105734640888,-64.32178479901786,1625401806,4802960
2021-07-04 15:14:31+00:00,18.418653280109268,-64.31154303816183,1625411561,4802960
2021-07-04 16:33:05+00:00,18.426370255753323,-64.30074043071242,1625411562,4802960
2021-07-04 18:11:11+00:00,18.431801714614142,-64.2870595689471,1625422273,4802960
2021-07-04 19:45:54+00:00,18.43379399514253,-64.27069636440243,1625422274,4802960
2021-07-04 21:40:11+00:00,18.434197321852967,-64.25523440203416,1625434397,4802960
2021-07-04 23:11:03+00:00,18.431849040194894,-64.24147683718179,1625434398,4802960
2021-07-05 01:08:29+00:00,18.431528415169225,-64.2259000930564,1625446875,4802960
2021-07-05 02:30:47+00:00,18.43197896872502,-64.21430748579475,1625446876,4802960
2021-07-05 04:36:50+00:00,18.43235755535233,-64.19706953684275,1625459179,4802960
2021-07-05 06:01:28+00:00,18.433671944878643,-64.18395507087908,1625459180,4802960
2021-07-05 07:51:36+00:00,18.433642726552954,-64.16978817271145,1625471439,4802960
2021-07-05 09:23:31+00:00,18.432263079901176,-64.15513620208016,1625471440,4802960
2021-07-05 11:09:17+00:00,18.42975223225104,-64.14049993809397,1625471441,4802960
2021-07-05 12:40:49+00:00,18.427691001705615,-64.12716691497317,1625471442,4802960
2021-07-05 14:30:15+00:00,18.424332190712768,-64.11408687487646,1625495426,4802960
2021-07-05 16:07:02+00:00,18.42170546466132,-64.09900780211035,1625495427,4802960
2021-07-05 17:55:09+00:00,18.418555187160038,-64.08602998468936,1625507733,4802960
2021-07-05 19:30:13+00:00,18.41405053956528,-64.07123912437535,1625507734,4802960
2021-07-05 21:26:36+00:00,18.40745775409885,-64.05750167907047,1625519969,4802960
2021-07-05 22:55:26+00:00,18.399708438386785,-64.04468377847826,1625519970,4802960
2021-07-06 00:42:39+00:00,18.393511807968718,-64.03321198146635,1625532177,4802960
2021-07-06 02:18:41+00:00,18.391236184645013,-64.01969963348876,1625532178,4802960
2021-07-06 04:07:49+00:00,18.3911770500738,-64.00896310084752,1625544460,4802960
2021-07-06 05:42:01+00:00,18.395279910514507,-63.99452429313715,1625544461,4802960
2021-07-06 07:33:44+00:00,18.3939507202046,-63.98149393224905,1625556407,4802960
2021-07-06 09:03:01+00:00,18.389533275053704,-63.96770311726007,1625556408,4802960
2021-07-06 10:49:12+00:00,18.382293589145892,-63.95444578112266,1625556409,4802960
2021-07-06 12:22:46+00:00,18.37399579022394,-63.94143005453844,1625556410,4802960
2021-07-06 14:23:46+00:00,18.36785591152882,-63.9302538732958,1625581400,4802960
2021-07-06 16:03:41+00:00,18.36218418612816,-63.91630954413945,1625581401,4802960
2021-07-06 18:07:57+00:00,18.35618782145911,-63.90327320977431,1625594434,4802960
2021-07-06 19:39:53+00:00,18.3525007262147,-63.89053536286401,1625594435,4802960
2021-07-06 21:34:11+00:00,18.34687291500881,-63.88124707311703,1625607214,4802960
2021-07-06 23:13:38+00:00,18.33976068574004,-63.86913712970136,1625607215,4802960
2021-07-07 01:01:31+00:00,18.335753394527387,-63.86041845430741,1625607216,4802960
2021-07-07 02:50:43+00:00,18.331647814303228,-63.84712662074347,1625607217,4802960
2021-07-07 04:41:27+00:00,18.33096677515605,-63.835909954951866,1625632875,4802960
2021-07-07 06:18:54+00:00,18.333115829030987,-63.82337213483433,1625632876,4802960
2021-07-07 08:08:04+00:00,18.3346364848037,-63.81403290207568,1625645206,4802960
2021-07-07 09:31:36+00:00,18.33491299036432,-63.80416080823757,1625645207,4802960
2021-07-07 11:06:57+00:00,18.33482690396097,-63.796973715243816,1625655653,4802960
2021-07-07 12:09:44+00:00,18.33253107986626,-63.79039909039145,1625655654,4802960
2021-07-07 13:24:18+00:00,18.331388152541393,-63.78616350136755,1625664182,4802960
2021-07-07 14:21:59+00:00,18.329193084535067,-63.78000897682485,1625664183,4802960
2021-07-07 15:41:10+00:00,18.327200177471237,-63.77351612735526,1625672392,4802960
2021-07-07 17:06:53+00:00,18.325959230014988,-63.763150366117365,1625672393,4802960
2021-07-07 18:42:07+00:00,18.324274139729443,-63.75641002985656,1625683277,4802960
2021-07-07 20:07:14+00:00,18.32243076946913,-63.744019922914646,1625683278,4802960
